city,phone_service,multiple_lines,internet_service,internet_type,contract_type,"tenure (months)",customer_status
Sylmar,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Stayed
"San Jose",Yes,Yes,Yes,DSL,Month-to-Month,14,Stayed
"Sun City",Yes,Yes,No,None,"Two Year",0,Stayed
Windsor,Yes,No,No,None,Month-to-Month,4,Stayed
Davis,Yes,No,No,None,"Two Year",9,Stayed
"Lost Hills",No,No,Yes,DSL,"One Year",43,Stayed
Irvine,Yes,Yes,No,None,"Two Year",69,Stayed
Banning,No,No,Yes,DSL,"Two Year",52,Stayed
Earp,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,48,Stayed
Olivehurst,Yes,No,Yes,Cable,"Two Year",64,Stayed
"San Jacinto",Yes,Yes,Yes,"Fiber Optic","One Year",67,Stayed
Lakehead,Yes,No,Yes,"Fiber Optic","One Year",53,Stayed
"Five Points",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Lakeport,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,31,Stayed
Lincoln,Yes,Yes,Yes,"Fiber Optic","One Year",67,Stayed
Bonita,Yes,No,No,None,"Two Year",70,Stayed
Valencia,Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Churned
Tehachapi,Yes,Yes,No,None,"Two Year",29,Stayed
Escondido,Yes,Yes,Yes,DSL,"One Year",67,Stayed
"Yuba City",No,No,Yes,DSL,"One Year",17,Stayed
"Santa Monica",Yes,Yes,Yes,"Fiber Optic","One Year",72,Stayed
Clearlake,Yes,No,Yes,"Fiber Optic",Month-to-Month,46,Churned
Indio,Yes,No,Yes,"Fiber Optic","One Year",19,Churned
Escondido,Yes,No,Yes,DSL,"One Year",9,Stayed
"San Geronimo",No,No,Yes,DSL,"Two Year",62,Stayed
Walnut,Yes,No,Yes,DSL,"One Year",53,Stayed
"Fish Camp",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Pleasanton,No,No,Yes,Cable,"Two Year",36,Stayed
Berkeley,Yes,No,Yes,"Fiber Optic","Two Year",60,Stayed
"Woodland Hills",Yes,No,No,None,Month-to-Month,4,Stayed
Bieber,No,No,Yes,Cable,"One Year",41,Stayed
"Playa Del Rey",Yes,No,No,None,"Two Year",54,Stayed
Mccloud,Yes,No,No,None,Month-to-Month,38,Stayed
Acampo,Yes,Yes,Yes,"Fiber Optic","One Year",52,Churned
Tustin,Yes,Yes,Yes,DSL,"One Year",26,Stayed
"San Francisco",Yes,No,Yes,"Fiber Optic",Month-to-Month,17,Stayed
"Penn Valley",Yes,No,Yes,DSL,Month-to-Month,6,Stayed
Fontana,Yes,Yes,Yes,"Fiber Optic","Two Year",71,Stayed
Stockton,Yes,Yes,Yes,DSL,"Two Year",64,Stayed
Coarsegold,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Playa Del Rey",Yes,Yes,Yes,DSL,"One Year",71,Stayed
Windsor,Yes,No,Yes,"Fiber Optic","Two Year",60,Stayed
Llano,Yes,No,Yes,"Fiber Optic","Two Year",68,Stayed
"La Mesa",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Monterey Park",Yes,Yes,Yes,DSL,"Two Year",61,Stayed
"Seal Beach",Yes,No,No,None,"Two Year",52,Stayed
Shandon,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Belmont,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Winters,Yes,No,No,None,"Two Year",60,Stayed
"South El Monte",Yes,Yes,Yes,DSL,"One Year",32,Stayed
Glendale,Yes,Yes,Yes,DSL,"Two Year",22,Stayed
"San Jose",Yes,Yes,Yes,"Fiber Optic","One Year",47,Stayed
"Long Beach",Yes,No,Yes,Cable,Month-to-Month,15,Stayed
"Los Angeles",Yes,Yes,Yes,DSL,"Two Year",47,Stayed
"Los Angeles",Yes,Yes,Yes,DSL,"Two Year",63,Stayed
Fallbrook,Yes,No,No,None,"Two Year",70,Stayed
Loyalton,Yes,No,Yes,"Fiber Optic",Month-to-Month,11,Stayed
Oroville,Yes,Yes,Yes,DSL,Month-to-Month,19,Stayed
Surfside,Yes,Yes,Yes,"Fiber Optic","One Year",52,Stayed
"Los Alamos",Yes,No,Yes,"Fiber Optic","Two Year",63,Stayed
"San Jose",Yes,No,No,None,"Two Year",26,Stayed
Soledad,Yes,No,No,None,"One Year",61,Stayed
"Granada Hills",No,No,Yes,Cable,"Two Year",72,Stayed
Merced,Yes,Yes,Yes,DSL,Month-to-Month,38,Stayed
"Emigrant Gap",Yes,Yes,Yes,DSL,"Two Year",72,Stayed
Olema,Yes,Yes,Yes,DSL,"Two Year",63,Stayed
"South Dos Palos",No,No,Yes,DSL,Month-to-Month,13,Churned
Ravendale,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,40,Stayed
Crestline,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,60,Churned
"Mill Valley",Yes,No,Yes,"Fiber Optic",Month-to-Month,3,Churned
Lakehead,No,No,Yes,DSL,"Two Year",66,Stayed
Maywood,Yes,Yes,Yes,"Fiber Optic","One Year",66,Stayed
"San Diego",Yes,No,Yes,Cable,Month-to-Month,26,Stayed
"Browns Valley",No,No,Yes,DSL,"Two Year",72,Stayed
"Dos Rios",Yes,Yes,Yes,DSL,Month-to-Month,8,Stayed
Fresno,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
Sacramento,Yes,No,No,None,"One Year",36,Stayed
"San Jose",Yes,Yes,Yes,Cable,Month-to-Month,25,Stayed
"Palos Verdes Peninsula",Yes,No,Yes,"Fiber Optic",Month-to-Month,22,Stayed
"Santa Barbara",Yes,Yes,Yes,DSL,Month-to-Month,46,Stayed
"Sherman Oaks",No,No,Yes,DSL,"Two Year",68,Stayed
Rodeo,Yes,No,Yes,"Fiber Optic","Two Year",56,Stayed
Fremont,Yes,Yes,Yes,Cable,"Two Year",72,Stayed
Ontario,Yes,No,Yes,"Fiber Optic","Two Year",32,Stayed
"San Francisco",Yes,No,Yes,DSL,"Two Year",65,Stayed
"Santa Maria",Yes,No,Yes,"Fiber Optic","Two Year",70,Stayed
Menifee,Yes,Yes,Yes,Cable,"Two Year",72,Stayed
Freedom,Yes,No,No,None,Month-to-Month,5,Stayed
Barstow,No,No,Yes,DSL,"Two Year",50,Stayed
"Daly City",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,62,Stayed
Fillmore,Yes,Yes,Yes,DSL,"Two Year",70,Stayed
Brisbane,Yes,Yes,Yes,"Fiber Optic","Two Year",45,Stayed
Parlier,Yes,No,No,None,"One Year",29,Stayed
Northridge,Yes,No,No,None,"Two Year",40,Stayed
Modesto,Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
"Hamilton City",Yes,No,Yes,Cable,Month-to-Month,4,Churned
Pomona,Yes,Yes,Yes,"Fiber Optic","Two Year",58,Stayed
"Fountain Valley",Yes,Yes,Yes,"Fiber Optic","One Year",28,Stayed
"Pleasant Hill",Yes,No,Yes,DSL,"One Year",57,Stayed
Lomita,Yes,No,No,None,"Two Year",57,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Big Creek",Yes,No,Yes,"Fiber Optic","Two Year",31,Stayed
Keyes,Yes,No,No,None,"Two Year",60,Stayed
Pomona,Yes,Yes,No,None,"Two Year",72,Stayed
Laytonville,Yes,No,Yes,"Fiber Optic","Two Year",71,Stayed
Inglewood,Yes,Yes,Yes,"Fiber Optic","One Year",50,Stayed
Maxwell,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Churned
Quincy,Yes,No,Yes,"Fiber Optic",Month-to-Month,17,Churned
Davenport,Yes,Yes,Yes,"Fiber Optic","Two Year",52,Stayed
Hayward,Yes,No,Yes,DSL,Month-to-Month,18,Stayed
Redlands,No,No,Yes,DSL,Month-to-Month,5,Churned
"San Diego",Yes,No,Yes,DSL,Month-to-Month,1,Churned
Bellflower,Yes,No,Yes,"Fiber Optic",Month-to-Month,40,Churned
"Thousand Oaks",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,66,Churned
"Palo Alto",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,49,Churned
"Pilot Hill",Yes,No,Yes,"Fiber Optic",Month-to-Month,4,Stayed
Merced,No,No,Yes,DSL,"Two Year",60,Stayed
"San Diego",Yes,No,Yes,DSL,Month-to-Month,23,Stayed
"Santa Ana",Yes,No,Yes,DSL,"One Year",44,Stayed
Azusa,No,No,Yes,DSL,Month-to-Month,46,Stayed
"La Jolla",Yes,No,Yes,Cable,"Two Year",71,Stayed
Torrance,No,No,Yes,DSL,"One Year",32,Stayed
"San Dimas",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Churned
Altadena,Yes,No,No,None,"Two Year",48,Stayed
"San Clemente",Yes,No,Yes,"Fiber Optic","Two Year",26,Stayed
Felton,Yes,Yes,Yes,"Fiber Optic","Two Year",60,Stayed
Oakhurst,Yes,Yes,Yes,"Fiber Optic","Two Year",71,Stayed
"Junction City",Yes,Yes,Yes,"Fiber Optic","One Year",53,Stayed
Goleta,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Prather,Yes,Yes,Yes,"Fiber Optic","Two Year",58,Stayed
"Los Angeles",Yes,Yes,No,None,"One Year",14,Stayed
Encino,No,No,Yes,DSL,Month-to-Month,26,Stayed
Torrance,Yes,No,Yes,DSL,"One Year",52,Stayed
Fortuna,Yes,No,Yes,Cable,"One Year",54,Stayed
Snelling,Yes,Yes,Yes,"Fiber Optic","One Year",61,Stayed
"King City",Yes,Yes,Yes,DSL,"One Year",50,Stayed
Redding,Yes,No,No,None,"One Year",37,Stayed
"San Francisco",Yes,No,Yes,Cable,"Two Year",69,Stayed
Rosemead,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,40,Stayed
Vacaville,Yes,No,No,None,"Two Year",4,Stayed
"Arroyo Grande",Yes,No,No,None,Month-to-Month,4,Stayed
Sacramento,Yes,No,Yes,"Fiber Optic",Month-to-Month,16,Stayed
"Moreno Valley",Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"Spring Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,26,Churned
"Moss Beach",Yes,Yes,Yes,"Fiber Optic","Two Year",70,Stayed
Lookout,Yes,Yes,Yes,DSL,"One Year",21,Stayed
"Rancho Cucamonga",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Corona,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,56,Stayed
Georgetown,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"Rancho Santa Fe",Yes,Yes,No,None,"Two Year",39,Stayed
"Rio Vista",Yes,No,Yes,DSL,"Two Year",5,Stayed
Forbestown,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,47,Churned
"Los Angeles",Yes,No,No,None,Month-to-Month,12,Stayed
"La Canada Flintridge",Yes,No,Yes,"Fiber Optic","Two Year",15,Stayed
Kernville,Yes,No,Yes,Cable,Month-to-Month,38,Stayed
Fallbrook,Yes,Yes,Yes,Cable,Month-to-Month,2,Churned
"Santa Ysabel",Yes,No,Yes,"Fiber Optic","One Year",39,Stayed
Adin,Yes,No,No,None,"Two Year",46,Stayed
Riverbank,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Churned
Calistoga,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Whitmore,Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"Buena Park",No,No,Yes,DSL,"Two Year",70,Stayed
Traver,Yes,No,No,None,"Two Year",25,Stayed
"Cedar Glen",Yes,Yes,Yes,DSL,Month-to-Month,18,Stayed
Concord,Yes,Yes,No,None,"Two Year",71,Stayed
Coarsegold,Yes,Yes,Yes,Cable,"One Year",68,Stayed
Pomona,Yes,No,Yes,DSL,Month-to-Month,40,Stayed
"Laguna Niguel",Yes,Yes,No,None,"Two Year",12,Stayed
Bonsall,Yes,No,Yes,DSL,Month-to-Month,10,Stayed
Greenbrae,Yes,No,No,None,"Two Year",62,Stayed
Antioch,Yes,Yes,Yes,"Fiber Optic","One Year",71,Stayed
Stratford,Yes,Yes,Yes,"Fiber Optic","Two Year",66,Stayed
Colton,Yes,No,Yes,DSL,"Two Year",48,Stayed
"Oro Grande",Yes,Yes,Yes,"Fiber Optic","Two Year",65,Stayed
Fresno,Yes,No,Yes,DSL,Month-to-Month,1,Churned
"Beverly Hills",Yes,Yes,Yes,DSL,"Two Year",52,Stayed
Oceanside,Yes,Yes,Yes,DSL,"One Year",27,Stayed
Roseville,Yes,Yes,Yes,"Fiber Optic","One Year",58,Stayed
Temecula,Yes,No,Yes,"Fiber Optic",Month-to-Month,5,Churned
"La Quinta",Yes,No,No,None,"Two Year",72,Stayed
Wrightwood,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"North Fork",Yes,Yes,No,None,"Two Year",42,Stayed
Gardena,Yes,No,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"La Mesa",No,No,Yes,DSL,"Two Year",68,Stayed
Caruthers,Yes,Yes,Yes,Cable,Month-to-Month,20,Stayed
Vina,Yes,No,Yes,"Fiber Optic","Two Year",72,Stayed
Fallbrook,Yes,Yes,Yes,Cable,Month-to-Month,5,Churned
Cerritos,Yes,Yes,Yes,DSL,"Two Year",26,Stayed
Keyes,Yes,No,No,None,Month-to-Month,15,Stayed
Heber,Yes,Yes,Yes,DSL,"Two Year",69,Stayed
"North Hollywood",Yes,No,No,None,"Two Year",16,Stayed
"Pine Valley",No,No,Yes,DSL,"One Year",69,Stayed
Visalia,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"San Jose",Yes,No,Yes,"Fiber Optic","Two Year",68,Stayed
Pescadero,Yes,No,No,None,"Two Year",63,Stayed
Spreckels,Yes,Yes,No,None,"Two Year",72,Stayed
Madison,Yes,Yes,No,None,"Two Year",52,Stayed
Richvale,No,No,Yes,DSL,"Two Year",72,Stayed
Camptonville,Yes,No,Yes,"Fiber Optic","Two Year",71,Stayed
"Santa Clarita",Yes,No,No,None,"Two Year",71,Stayed
"Sutter Creek",Yes,No,No,None,"One Year",20,Stayed
"Van Nuys",No,No,Yes,DSL,"Two Year",15,Stayed
"Borrego Springs",Yes,Yes,Yes,Cable,"Two Year",24,Stayed
Dorris,Yes,Yes,Yes,DSL,Month-to-Month,12,Stayed
Mecca,Yes,Yes,Yes,"Fiber Optic","One Year",60,Stayed
"Los Angeles",No,No,Yes,DSL,"Two Year",72,Stayed
Montrose,Yes,Yes,Yes,Cable,"Two Year",72,Stayed
"Santa Clarita",Yes,Yes,Yes,Cable,Month-to-Month,7,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic",Month-to-Month,29,Churned
"Shasta Lake",No,No,Yes,DSL,Month-to-Month,20,Stayed
Pinole,Yes,Yes,Yes,"Fiber Optic","One Year",66,Churned
Albion,Yes,No,Yes,"Fiber Optic","One Year",23,Stayed
Stockton,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Churned
Plymouth,Yes,No,Yes,Cable,Month-to-Month,1,Churned
Fallbrook,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,47,Churned
Somerset,Yes,No,Yes,"Fiber Optic","Two Year",67,Stayed
Capay,No,No,Yes,DSL,Month-to-Month,42,Stayed
Dunsmuir,No,No,Yes,Cable,Month-to-Month,29,Churned
Chino,Yes,No,Yes,DSL,Month-to-Month,30,Churned
Merced,Yes,Yes,Yes,"Fiber Optic","One Year",56,Stayed
Temecula,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Nuevo,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,7,Churned
Orange,Yes,No,No,None,"Two Year",63,Stayed
Biggs,No,No,Yes,DSL,"One Year",39,Stayed
"Long Beach",Yes,Yes,No,None,"Two Year",36,Stayed
Healdsburg,Yes,Yes,Yes,"Fiber Optic","One Year",72,Stayed
Nice,Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
"Elk Creek",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Los Angeles",Yes,Yes,Yes,Cable,Month-to-Month,8,Churned
Valencia,Yes,Yes,No,None,"One Year",6,Stayed
Glennville,Yes,No,Yes,DSL,"One Year",45,Stayed
"Grizzly Flats",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Churned
Herlong,Yes,No,Yes,Cable,"Two Year",62,Stayed
Bakersfield,Yes,Yes,Yes,DSL,"Two Year",63,Stayed
"Los Angeles",Yes,Yes,No,None,"Two Year",63,Stayed
"La Grange",Yes,Yes,Yes,"Fiber Optic","Two Year",60,Stayed
Compton,Yes,No,Yes,"Fiber Optic","Two Year",71,Stayed
"Granada Hills",Yes,No,No,None,Month-to-Month,8,Stayed
Chico,Yes,Yes,Yes,"Fiber Optic","One Year",56,Stayed
Sloughhouse,Yes,Yes,Yes,DSL,"Two Year",66,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Santa Rosa",Yes,No,Yes,"Fiber Optic",Month-to-Month,22,Churned
"San Rafael",Yes,Yes,Yes,DSL,"Two Year",52,Stayed
Pescadero,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Stayed
"White Water",No,No,Yes,Cable,"One Year",56,Stayed
Valencia,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,59,Stayed
"San Diego",Yes,Yes,Yes,DSL,Month-to-Month,16,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",47,Stayed
"Long Beach",Yes,No,Yes,Cable,"Two Year",66,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Santa Rosa",Yes,No,No,None,"One Year",37,Stayed
Alpaugh,No,No,Yes,DSL,Month-to-Month,13,Churned
Glendora,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,17,Stayed
Manchester,Yes,Yes,Yes,"Fiber Optic","Two Year",55,Stayed
Maxwell,Yes,Yes,Yes,DSL,"Two Year",71,Stayed
Atwater,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Lemoore,Yes,No,Yes,"Fiber Optic",Month-to-Month,11,Stayed
Riverside,No,No,Yes,DSL,"One Year",22,Churned
Fallbrook,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,5,Churned
Waterford,Yes,Yes,Yes,Cable,Month-to-Month,42,Stayed
Tranquillity,Yes,Yes,Yes,Cable,"Two Year",36,Stayed
"San Francisco",Yes,No,No,None,Month-to-Month,12,Stayed
"Klamath River",Yes,No,Yes,"Fiber Optic","One Year",17,Churned
Volcano,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,67,Stayed
"Mountain View",Yes,Yes,Yes,"Fiber Optic","One Year",62,Stayed
Delano,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Mission Viejo",Yes,Yes,Yes,Cable,"Two Year",66,Stayed
"Twain Harte",Yes,Yes,No,None,"Two Year",70,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic","Two Year",71,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",16,Stayed
Valyermo,Yes,No,Yes,Cable,"Two Year",30,Stayed
Milford,Yes,Yes,Yes,"Fiber Optic","Two Year",38,Stayed
"Mi Wuk Village",Yes,Yes,Yes,"Fiber Optic","Two Year",67,Stayed
Ventura,Yes,No,Yes,"Fiber Optic","One Year",59,Stayed
Inglewood,Yes,No,No,None,"Two Year",52,Stayed
"San Jose",Yes,No,Yes,DSL,Month-to-Month,40,Stayed
Nubieber,Yes,No,Yes,DSL,Month-to-Month,24,Stayed
"La Crescenta",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,55,Stayed
Riverside,Yes,Yes,Yes,DSL,"Two Year",30,Stayed
"Rancho Palos Verdes",Yes,Yes,Yes,"Fiber Optic","Two Year",62,Stayed
Glendale,Yes,No,Yes,DSL,Month-to-Month,20,Stayed
Miramonte,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Churned
Chico,Yes,Yes,No,None,"Two Year",51,Stayed
"Rancho Cucamonga",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,30,Stayed
Woodbridge,Yes,Yes,No,None,"Two Year",59,Stayed
"San Fernando",Yes,No,No,None,"Two Year",46,Stayed
Concord,Yes,Yes,Yes,"Fiber Optic","One Year",52,Stayed
"Van Nuys",Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"French Camp",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,16,Churned
Olema,Yes,No,No,None,"One Year",26,Stayed
"Yuba City",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Churned
"Myers Flat",Yes,No,Yes,Cable,Month-to-Month,23,Stayed
"Santa Clara",Yes,No,Yes,Cable,Month-to-Month,6,Stayed
"Citrus Heights",Yes,Yes,Yes,"Fiber Optic","Two Year",65,Stayed
"June Lake",Yes,No,No,None,"Two Year",45,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,20,Churned
"San Luis Obispo",Yes,No,Yes,DSL,Month-to-Month,1,Churned
Temecula,Yes,No,No,None,"Two Year",67,Stayed
Pacifica,Yes,Yes,Yes,Cable,"One Year",12,Stayed
"South Gate",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Lake Arrowhead",Yes,Yes,Yes,Cable,"One Year",33,Stayed
Guerneville,Yes,Yes,Yes,"Fiber Optic","Two Year",62,Stayed
Seeley,Yes,Yes,Yes,DSL,Month-to-Month,49,Churned
Fremont,Yes,No,Yes,"Fiber Optic",Month-to-Month,26,Stayed
Bakersfield,Yes,No,No,None,"Two Year",9,Stayed
"San Jose",Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Stayed
"Santa Maria",No,No,Yes,DSL,"One Year",59,Stayed
Salida,Yes,No,Yes,"Fiber Optic",Month-to-Month,44,Stayed
Malibu,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,20,Stayed
"Stevenson Ranch",Yes,No,No,None,"Two Year",41,Stayed
"San Simeon",Yes,Yes,No,None,"Two Year",59,Stayed
Encino,Yes,No,No,None,"Two Year",55,Stayed
Anaheim,Yes,Yes,Yes,DSL,"Two Year",71,Stayed
Grenada,Yes,No,No,None,"Two Year",55,Stayed
Anaheim,Yes,Yes,Yes,DSL,"Two Year",55,Stayed
"Pine Valley",Yes,Yes,Yes,"Fiber Optic","One Year",38,Stayed
Ducor,Yes,No,Yes,"Fiber Optic","One Year",24,Stayed
Manteca,Yes,No,No,None,Month-to-Month,22,Stayed
Whitmore,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",19,Stayed
Downieville,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Los Angeles",Yes,Yes,Yes,DSL,Month-to-Month,35,Stayed
"Dutch Flat",Yes,Yes,No,None,"Two Year",45,Stayed
"New Cuyama",Yes,No,Yes,"Fiber Optic","Two Year",63,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",57,Stayed
"San Diego",Yes,Yes,Yes,DSL,"One Year",54,Churned
"Le Grand",Yes,No,Yes,DSL,"Two Year",66,Stayed
"South Gate",Yes,No,Yes,"Fiber Optic","One Year",58,Stayed
"Valley Springs",Yes,Yes,Yes,"Fiber Optic","One Year",56,Stayed
Sacramento,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Stayed
"Van Nuys",No,No,Yes,DSL,"One Year",24,Stayed
Sacramento,Yes,No,No,None,Month-to-Month,8,Stayed
Sheridan,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,2,Churned
"Palos Verdes Peninsula",Yes,No,Yes,Cable,"One Year",58,Stayed
Perris,Yes,No,Yes,DSL,"One Year",21,Stayed
"Angels Camp",Yes,No,No,None,Month-to-Month,4,Stayed
Novato,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,13,Churned
"Long Beach",Yes,No,Yes,DSL,Month-to-Month,13,Stayed
"Yuba City",Yes,No,Yes,"Fiber Optic",Month-to-Month,24,Stayed
Wilmington,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Indian Wells",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Hawthorne,No,No,Yes,DSL,"One Year",48,Stayed
"West Hollywood",Yes,Yes,No,None,"Two Year",71,Stayed
Sunnyvale,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Brisbane,No,No,Yes,DSL,"Two Year",68,Stayed
"Costa Mesa",Yes,Yes,No,None,"Two Year",43,Stayed
"Oak Park",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,51,Stayed
"La Honda",Yes,Yes,No,None,"Two Year",71,Stayed
"Oregon House",Yes,No,No,None,"One Year",50,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","Two Year",55,Stayed
"Daly City",No,No,Yes,DSL,Month-to-Month,19,Stayed
"San Diego",Yes,No,Yes,Cable,"Two Year",62,Stayed
Lakeshore,Yes,No,Yes,DSL,"Two Year",70,Stayed
Gardena,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,12,Stayed
Oakland,Yes,Yes,Yes,"Fiber Optic","Two Year",14,Stayed
Sacramento,Yes,Yes,Yes,DSL,"One Year",63,Stayed
Fowler,Yes,No,No,None,"Two Year",53,Stayed
Carson,Yes,No,Yes,"Fiber Optic","One Year",28,Stayed
Lakewood,Yes,Yes,Yes,"Fiber Optic","One Year",68,Stayed
"Cardiff By The Sea",Yes,No,Yes,DSL,Month-to-Month,13,Stayed
"Big Pine",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Portola Valley",No,No,Yes,DSL,"One Year",70,Churned
"Los Banos",Yes,No,Yes,DSL,"One Year",22,Stayed
Inglewood,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,9,Stayed
"Long Beach",Yes,Yes,Yes,DSL,"One Year",71,Stayed
Volcano,Yes,No,Yes,DSL,"One Year",60,Stayed
Calabasas,Yes,Yes,Yes,DSL,Month-to-Month,40,Stayed
Delhi,Yes,Yes,Yes,DSL,"One Year",64,Stayed
"San Francisco",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Torrance,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
"Redwood City",Yes,Yes,Yes,"Fiber Optic","Two Year",71,Stayed
Ontario,Yes,No,Yes,DSL,Month-to-Month,35,Stayed
Salinas,Yes,No,No,None,"One Year",44,Stayed
Norco,Yes,Yes,Yes,"Fiber Optic","Two Year",52,Stayed
"Stevenson Ranch",Yes,No,Yes,"Fiber Optic",Month-to-Month,4,Churned
Bakersfield,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Stayed
"Carnelian Bay",Yes,No,Yes,"Fiber Optic",Month-to-Month,37,Stayed
Torrance,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Stayed
"Thousand Oaks",Yes,No,No,None,"Two Year",54,Stayed
"West Hills",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Long Beach",Yes,No,Yes,Cable,Month-to-Month,35,Churned
"Valley Ford",Yes,Yes,Yes,"Fiber Optic","One Year",66,Stayed
Victorville,Yes,No,No,None,"Two Year",11,Stayed
Randsburg,Yes,Yes,Yes,"Fiber Optic","Two Year",14,Stayed
Alamo,Yes,Yes,Yes,Cable,"Two Year",71,Stayed
Volcano,Yes,No,No,None,"Two Year",72,Stayed
Mentone,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Escondido,Yes,No,No,None,"Two Year",51,Stayed
"Santa Barbara",Yes,Yes,Yes,DSL,"Two Year",72,Stayed
Chatsworth,Yes,No,No,None,"Two Year",59,Stayed
"San Diego",Yes,No,Yes,DSL,"Two Year",32,Stayed
